id_transaccion,id_cliente,categoria_comercio,pais,hora_dia,importe_eur,antiguedad_cuenta_dias,transacciones_ult_24h,contracargos_prev_180d,cambio_dispositivo,puntuacion_riesgo_ip,es_fraude
tx_002608,cust_00206,lujo,PT,5,110.85,2004,2,0,0,9.7,0
tx_000604,cust_00108,suscripciones,PT,19,17.42,1345,2,0,0,10.9,0
tx_001490,cust_00407,bienes_digitales,ES,22,149.9,2932,0,0,1,16.6,0
tx_002352,cust_00600,videojuegos,ES,17,27.01,2506,1,1,0,28.6,0
tx_000061,cust_00738,marketplace,NG,16,40.29,1315,0,0,0,60.4,0
tx_002750,cust_00779,restaurantes,PT,0,4.18,76,2,0,0,20.0,0
tx_000672,cust_00491,videojuegos,FR,8,34.16,3023,7,0,1,22.2,0
tx_000093,cust_00673,suscripciones,DE,11,11.71,1726,2,0,0,25.2,0
tx_000667,cust_00403,suscripciones,ES,9,15.56,48,0,0,0,13.4,0
tx_001888,cust_00331,suscripciones,ES,9,52.27,2092,0,0,0,14.0,0
tx_000281,cust_00221,moda,ES,2,48.82,2209,2,0,0,0.0,0
tx_001720,cust_00414,viajes,ES,3,55.11,1826,0,0,0,14.5,0
tx_000360,cust_00599,videojuegos,ES,23,13.14,133,0,0,0,0.0,0
tx_000900,cust_00493,supermercado,ES,21,14.28,1270,0,1,0,0.0,0
tx_001936,cust_00131,supermercado,ES,12,50.17,2264,5,0,0,8.0,0
tx_001995,cust_00603,moda,NL,3,36.26,2662,0,0,0,15.5,0
tx_002313,cust_00408,supermercado,ES,3,34.75,81,1,0,0,27.1,0
tx_000761,cust_00141,bienes_digitales,FR,3,80.35,3112,2,0,0,24.9,0
tx_002159,cust_00650,suscripciones,IT,0,48.44,2246,3,0,1,30.3,0
tx_002623,cust_00084,suscripciones,BR,9,8.5,1586,2,0,0,39.9,0
tx_000043,cust_00560,viajes,NG,12,104.85,60,1,0,0,61.1,0
tx_002174,cust_00611,viajes,ES,3,110.71,2544,1,0,0,16.1,0
tx_000205,cust_00366,supermercado,ES,0,5.85,5,3,2,0,5.2,0
tx_001474,cust_00166,suscripciones,NG,22,25.25,89,1,0,0,60.0,0
tx_002101,cust_00730,videojuegos,ES,8,33.98,1792,1,0,0,14.5,0
tx_000069,cust_00061,supermercado,PT,6,13.48,1149,1,0,1,17.2,0
tx_001876,cust_00097,supermercado,ES,19,17.79,35,1,0,0,8.5,0
tx_002380,cust_00523,supermercado,ES,19,11.74,801,3,0,0,17.9,1
tx_002232,cust_00056,suscripciones,ES,15,28.83,47,1,0,0,21.9,0
tx_000138,cust_00025,suscripciones,DE,21,14.35,2466,2,0,0,17.3,0
tx_000797,cust_00774,lujo,NG,18,42.72,41,1,0,0,65.1,1
tx_002181,cust_00560,lujo,FR,0,197.93,2405,0,0,0,30.4,0
tx_002129,cust_00052,bienes_digitales,ES,13,17.59,1030,1,3,0,3.2,0
tx_000759,cust_00103,electronica,ES,12,65.24,475,2,0,0,10.6,0
tx_000542,cust_00045,restaurantes,ES,1,9.77,235,1,0,0,18.8,0
tx_001020,cust_00093,moda,PT,14,5.04,268,1,0,1,1.2,0
tx_002289,cust_00749,viajes,IT,4,90.06,2448,2,0,0,25.6,0
tx_000166,cust_00651,restaurantes,ES,3,44.4,429,2,0,0,6.9,0
tx_000249,cust_00629,supermercado,NL,23,6.98,525,0,0,1,18.0,0
tx_001332,cust_00574,supermercado,ES,16,124.4,2703,1,0,0,9.5,0
tx_002018,cust_00581,moda,FR,22,83.98,661,1,0,0,3.2,0
tx_000447,cust_00251,moda,PT,13,47.04,20,3,0,1,25.7,0
tx_001359,cust_00083,lujo,PT,6,105.65,429,3,0,0,19.6,0
tx_002146,cust_00355,restaurantes,ES,19,13.0,1136,0,1,0,19.9,0
tx_001330,cust_00274,lujo,GB,9,63.65,41,1,3,0,24.8,0
tx_002911,cust_00090,viajes,IT,17,55.3,2046,3,0,0,20.3,1
tx_002151,cust_00263,videojuegos,FR,4,13.92,54,1,0,0,27.5,0
tx_000435,cust_00347,lujo,FR,5,43.31,3521,2,0,0,9.7,0
tx_002123,cust_00466,supermercado,ES,10,24.94,343,1,0,0,0.0,0
tx_000578,cust_00419,moda,ES,12,46.63,1477,2,0,0,16.8,0
tx_002985,cust_00575,restaurantes,ES,19,40.2,1042,0,0,0,5.0,0
tx_002742,cust_00078,restaurantes,ES,13,27.33,859,1,0,0,19.0,0
tx_001849,cust_00417,restaurantes,ES,3,37.27,363,2,0,0,6.6,0
tx_000763,cust_00759,supermercado,ES,10,36.91,1307,8,0,0,10.0,0
tx_000389,cust_00713,restaurantes,ES,9,24.91,2576,1,0,0,19.2,0
tx_000236,cust_00575,lujo,IT,16,78.53,2072,1,0,0,23.2,0
tx_002606,cust_00604,electronica,ES,3,26.19,2230,0,0,1,14.7,0
tx_001985,cust_00510,bienes_digitales,NG,21,3.0,2285,0,0,1,69.5,0
tx_000268,cust_00278,electronica,PT,13,33.11,2144,1,0,0,3.8,0
tx_000771,cust_00521,bienes_digitales,BR,15,26.21,2731,1,0,0,24.5,0
tx_002166,cust_00739,supermercado,DE,12,53.54,483,2,0,0,13.0,0
tx_000438,cust_00742,supermercado,DE,18,17.82,2862,1,0,0,13.7,0
tx_000674,cust_00076,moda,ES,6,35.22,1536,2,0,0,12.4,0
tx_000250,cust_00034,supermercado,ES,10,11.46,3,1,0,1,7.0,0
tx_002202,cust_00006,videojuegos,FR,12,15.77,3558,0,0,0,13.4,0
tx_001575,cust_00119,restaurantes,GB,9,8.55,2185,10,0,0,22.9,0
tx_002143,cust_00769,restaurantes,ES,17,8.9,2035,1,2,0,9.5,0
tx_002082,cust_00074,restaurantes,PT,4,6.22,6,2,0,0,10.6,0
tx_002618,cust_00043,restaurantes,DE,21,32.73,2567,0,0,1,23.3,0
tx_002904,cust_00494,videojuegos,ES,12,32.63,3267,0,0,0,12.2,0
tx_002740,cust_00275,bienes_digitales,NL,15,12.46,23,1,0,0,20.0,0
tx_000449,cust_00417,electronica,FR,19,33.61,1388,0,0,0,11.7,0
tx_001470,cust_00049,moda,GB,21,51.12,281,0,0,1,13.9,0
tx_000717,cust_00414,moda,ES,17,9.42,2080,1,0,1,13.9,0
tx_002399,cust_00202,moda,PT,5,31.85,185,2,0,0,10.0,0
tx_002615,cust_00084,restaurantes,GB,0,26.37,84,1,0,0,8.7,0
tx_002049,cust_00601,moda,DE,8,33.02,11,0,0,0,12.1,0
tx_001902,cust_00425,restaurantes,ES,22,5.44,17,1,0,0,22.6,0
tx_001169,cust_00798,supermercado,FR,18,18.27,3613,0,0,0,19.4,0
tx_000083,cust_00129,supermercado,NL,15,19.54,787,1,0,0,2.5,0
tx_002425,cust_00279,moda,ES,9,22.45,3160,2,0,0,7.1,0
tx_001461,cust_00632,restaurantes,ES,3,14.16,2565,2,0,1,4.4,0
tx_001894,cust_00568,electronica,ES,10,50.97,80,2,0,0,15.6,0
tx_001669,cust_00426,electronica,ES,4,87.27,91,3,0,0,4.9,0
tx_002001,cust_00702,supermercado,US,22,26.45,125,1,0,1,29.6,0
tx_000476,cust_00628,moda,ES,10,11.76,2494,1,0,0,3.1,0
tx_000518,cust_00054,electronica,ES,8,104.16,1431,1,0,0,16.5,1
tx_000405,cust_00399,supermercado,DE,23,22.62,2721,1,0,0,22.9,0
tx_000385,cust_00026,viajes,NL,12,78.88,3423,2,0,0,6.3,0
tx_002982,cust_00049,bienes_digitales,US,21,33.47,32,3,0,0,15.4,0
tx_002153,cust_00685,videojuegos,FR,16,11.28,32,1,0,0,4.0,0
tx_001634,cust_00704,electronica,ES,22,9.24,98,0,0,0,21.5,0
tx_002860,cust_00357,lujo,FR,8,27.86,83,3,0,1,9.2,0
tx_000689,cust_00356,videojuegos,US,16,18.25,2609,2,1,0,22.7,1
tx_001241,cust_00407,electronica,DE,8,63.94,119,0,0,0,0.8,0
tx_000063,cust_00293,suscripciones,ES,18,29.24,1897,4,0,1,17.3,0
tx_000853,cust_00770,moda,FR,6,3.0,16,1,0,0,15.3,0
tx_002752,cust_00065,moda,ES,7,15.59,27,12,0,0,18.4,1
tx_002477,cust_00417,electronica,GB,0,29.21,1880,1,1,0,19.9,0
tx_001263,cust_00356,moda,IT,22,10.44,70,1,0,1,32.6,0
tx_000224,cust_00162,supermercado,PT,17,28.14,55,1,0,0,16.7,0
tx_002194,cust_00175,supermercado,GB,15,47.97,133,1,1,0,7.0,0
tx_000374,cust_00299,marketplace,PT,11,85.98,2723,2,0,0,27.0,0
tx_001825,cust_00618,supermercado,PT,8,5.78,3409,2,0,0,16.9,0
tx_002537,cust_00261,videojuegos,ES,2,12.24,1888,1,0,1,26.4,0
tx_002870,cust_00165,supermercado,US,19,12.6,1087,2,0,0,25.7,0
tx_002598,cust_00578,bienes_digitales,ES,3,26.19,18,0,0,0,1.7,0
tx_002685,cust_00404,suscripciones,ES,8,17.09,2799,1,0,1,19.7,0
tx_000010,cust_00076,lujo,ES,12,348.9,33,1,0,0,2.4,0
tx_001945,cust_00304,suscripciones,ES,19,22.36,3204,1,0,0,15.3,0
tx_001839,cust_00178,videojuegos,ES,1,40.43,2871,1,0,0,0.0,0
tx_000709,cust_00381,moda,ES,0,82.1,878,1,0,0,6.3,0
tx_000256,cust_00116,supermercado,ES,21,14.79,2227,0,2,0,14.0,0
tx_001618,cust_00406,bienes_digitales,ES,8,55.24,1609,1,0,0,19.1,0
tx_000390,cust_00123,supermercado,NG,5,11.02,10,0,1,0,44.4,1
tx_001582,cust_00173,moda,ES,17,8.45,865,1,0,0,7.7,0
tx_000925,cust_00199,suscripciones,BR,6,11.74,71,2,0,0,22.1,0
tx_002037,cust_00467,moda,ES,23,29.14,1768,2,0,0,11.0,0
tx_002404,cust_00441,supermercado,ES,13,18.98,2808,12,0,1,18.9,0
tx_001225,cust_00334,moda,GB,21,17.53,64,0,0,0,8.0,0
tx_001947,cust_00126,bienes_digitales,DE,19,8.62,2125,0,0,0,12.6,0
tx_000740,cust_00718,supermercado,PT,16,7.79,10,0,0,0,15.8,0
tx_000041,cust_00133,restaurantes,ES,21,14.87,1893,1,0,0,12.9,0
tx_000869,cust_00357,viajes,GB,6,88.57,3413,1,0,0,17.6,0
tx_000540,cust_00017,restaurantes,IT,16,6.33,3184,2,0,0,19.2,0
tx_002511,cust_00160,videojuegos,ES,21,25.69,639,0,1,1,8.4,0
tx_001372,cust_00275,supermercado,ES,22,5.37,21,10,0,0,15.7,0
tx_001146,cust_00386,suscripciones,ES,5,8.42,78,1,0,0,5.8,0
tx_001032,cust_00139,bienes_digitales,NL,5,129.6,20,2,0,0,25.2,0
tx_000373,cust_00328,marketplace,DE,17,37.58,1756,10,0,0,5.3,0
tx_000668,cust_00688,supermercado,IT,16,14.21,2237,1,0,0,30.2,0
tx_000358,cust_00713,videojuegos,FR,21,53.49,2823,1,1,0,14.2,0
tx_000968,cust_00254,supermercado,ES,23,14.81,2330,2,0,0,2.4,0
tx_001354,cust_00732,viajes,ES,15,14.39,2156,1,0,0,4.9,0
tx_001036,cust_00594,supermercado,IT,17,3.86,1316,0,0,0,9.6,0
tx_000471,cust_00590,videojuegos,FR,12,31.15,893,1,0,0,18.0,0
tx_001397,cust_00496,marketplace,ES,10,9.51,250,5,1,1,29.0,0
tx_002621,cust_00677,marketplace,ES,23,20.57,25,0,0,0,10.3,0
tx_001550,cust_00004,videojuegos,ES,6,49.75,2838,0,0,0,3.0,0
tx_001257,cust_00178,restaurantes,ES,5,6.81,984,0,0,0,17.0,0
tx_002095,cust_00130,electronica,NG,21,66.83,1199,2,0,0,61.4,0
tx_001556,cust_00131,supermercado,ES,17,29.55,2400,3,0,0,14.2,0
tx_002590,cust_00277,moda,ES,13,93.42,224,3,0,0,20.8,0
tx_001251,cust_00194,moda,ES,0,86.37,542,2,0,1,30.9,0
tx_001700,cust_00769,suscripciones,NG,1,15.22,132,5,0,1,58.3,0
tx_001253,cust_00060,restaurantes,IT,9,62.49,3430,1,0,0,10.3,0
tx_002781,cust_00249,electronica,DE,7,30.63,1921,2,0,0,20.6,0
tx_000080,cust_00536,suscripciones,ES,6,26.42,38,1,0,0,0.0,0
tx_001173,cust_00313,supermercado,ES,21,26.03,47,1,0,0,30.2,0
tx_000815,cust_00622,viajes,ES,22,54.77,78,0,0,0,12.0,0
tx_001853,cust_00364,electronica,IT,12,7.51,2664,6,0,0,15.7,0
tx_002221,cust_00756,bienes_digitales,ES,6,9.42,1253,1,0,0,1.3,0
tx_002629,cust_00493,restaurantes,NL,14,15.56,913,0,0,0,11.6,0
tx_002106,cust_00220,electronica,ES,19,14.78,2519,1,0,0,5.8,0
tx_000134,cust_00447,bienes_digitales,ES,0,20.34,1309,8,0,1,10.4,0
tx_001141,cust_00705,lujo,ES,0,296.39,2420,0,0,0,15.0,0
tx_000934,cust_00519,viajes,ES,12,20.16,735,2,0,0,7.1,0
tx_000929,cust_00335,bienes_digitales,US,11,34.6,53,1,0,1,26.8,0
tx_000824,cust_00520,electronica,ES,3,23.82,1301,2,0,1,32.3,0
tx_001532,cust_00008,electronica,ES,23,119.57,1938,0,0,0,4.0,0
tx_001215,cust_00060,restaurantes,ES,22,58.58,566,0,0,0,9.0,0
tx_000505,cust_00219,moda,ES,4,22.53,2127,1,0,0,13.4,0
tx_002965,cust_00587,moda,BR,7,11.46,1453,10,0,0,30.5,0
tx_002396,cust_00525,bienes_digitales,ES,8,24.78,2491,1,0,0,0.0,0
tx_001997,cust_00442,lujo,ES,1,56.19,595,0,0,0,7.8,0
tx_001959,cust_00528,electronica,ES,19,72.87,2886,1,0,0,15.3,1
tx_001385,cust_00309,supermercado,ES,1,22.53,1531,3,0,0,7.9,0
tx_000895,cust_00599,supermercado,ES,0,21.63,2481,2,0,0,15.5,0
tx_000829,cust_00690,supermercado,ES,22,17.63,1810,1,0,1,8.7,0
tx_002921,cust_00261,videojuegos,ES,9,27.68,3399,2,0,0,0.8,0
tx_001684,cust_00637,moda,FR,13,16.04,775,1,0,1,6.6,0
tx_002575,cust_00618,electronica,GB,1,127.16,36,0,0,0,16.6,0
tx_002970,cust_00510,moda,PT,14,26.3,954,0,0,0,7.9,0
tx_002513,cust_00770,suscripciones,ES,4,69.27,362,1,0,0,3.1,0
tx_000653,cust_00162,restaurantes,ES,22,17.72,1702,1,0,1,12.2,0
tx_000173,cust_00617,restaurantes,ES,0,11.46,2000,4,0,0,20.2,0
tx_000039,cust_00222,restaurantes,ES,14,20.73,3184,3,0,0,27.3,0
tx_002861,cust_00155,videojuegos,ES,20,18.07,40,2,0,0,13.2,0
tx_000714,cust_00611,supermercado,US,4,11.64,34,1,1,0,34.8,0
tx_000091,cust_00348,moda,ES,21,10.19,26,1,0,0,20.7,0
tx_002955,cust_00222,supermercado,BR,4,5.34,1633,4,0,1,34.0,0
tx_001206,cust_00722,supermercado,ES,17,25.54,2520,1,0,0,0.0,0
tx_002586,cust_00443,suscripciones,IT,7,18.5,3088,0,0,1,20.6,0
tx_001828,cust_00787,restaurantes,PT,7,15.97,3,2,0,0,7.0,0
tx_001156,cust_00470,suscripciones,ES,5,43.67,2491,3,0,0,6.6,0
tx_001325,cust_00693,marketplace,ES,4,51.8,2157,1,0,0,3.3,0
tx_000217,cust_00064,viajes,ES,9,92.17,1143,1,0,0,39.8,0
tx_000511,cust_00795,electronica,ES,1,21.69,710,0,0,1,19.8,0
tx_001681,cust_00754,suscripciones,ES,11,3.6,1697,2,0,0,13.7,0
tx_000500,cust_00341,supermercado,PT,19,14.32,3024,0,0,0,9.5,0
tx_002549,cust_00376,viajes,ES,1,31.33,1604,2,0,0,18.8,1
tx_001857,cust_00300,supermercado,ES,13,20.4,779,2,0,1,18.6,0
tx_001389,cust_00712,moda,NL,20,49.97,3297,1,0,0,24.9,0
tx_001520,cust_00369,moda,BR,13,156.04,893,2,0,1,53.1,0
tx_002387,cust_00762,marketplace,ES,16,29.21,658,0,0,0,22.7,0
tx_002722,cust_00534,electronica,ES,5,49.25,3005,3,0,0,15.0,0
tx_002077,cust_00372,restaurantes,ES,17,52.68,2572,2,0,0,7.8,0
tx_001541,cust_00380,viajes,ES,20,16.8,49,0,0,1,14.5,0
tx_001218,cust_00586,marketplace,NG,14,102.21,3582,1,0,0,53.7,0
tx_001417,cust_00508,videojuegos,GB,20,13.66,2554,2,0,0,11.9,0
tx_002218,cust_00798,restaurantes,NL,6,7.46,3141,0,0,0,29.8,0
tx_002622,cust_00314,restaurantes,ES,19,19.73,97,1,0,0,14.6,0
tx_001677,cust_00120,restaurantes,DE,2,24.07,271,2,0,1,12.3,0
tx_001198,cust_00785,electronica,US,10,6.97,2654,0,0,0,19.9,0
tx_001543,cust_00071,restaurantes,IT,9,8.63,2065,1,0,0,11.4,0
tx_000954,cust_00342,restaurantes,ES,20,4.62,12,1,0,1,10.3,0
tx_000751,cust_00769,supermercado,ES,22,10.99,3140,2,0,0,8.5,0
tx_000235,cust_00394,restaurantes,US,12,57.76,517,6,0,0,18.1,0
tx_000733,cust_00737,electronica,ES,7,30.79,38,2,0,0,8.9,0
tx_002993,cust_00155,marketplace,IT,2,23.14,1176,4,0,0,12.0,0
tx_001157,cust_00097,supermercado,US,12,35.04,1660,1,0,0,15.9,0
tx_002574,cust_00313,moda,ES,14,18.92,3249,0,0,0,0.0,0
tx_002446,cust_00715,suscripciones,IT,17,90.19,2420,0,0,0,12.4,0
tx_001210,cust_00770,bienes_digitales,PT,16,32.1,667,0,0,0,5.4,0
tx_001066,cust_00310,supermercado,ES,13,47.49,3512,2,0,0,20.2,0
tx_002157,cust_00354,moda,PT,6,18.15,88,0,0,1,13.0,0
tx_001063,cust_00116,lujo,ES,16,104.53,3,2,0,0,20.4,0
tx_001168,cust_00319,electronica,US,13,113.03,3010,1,0,0,26.3,0
tx_001493,cust_00024,videojuegos,BR,11,10.18,885,0,0,0,39.8,0
tx_002475,cust_00084,electronica,PT,18,37.58,78,0,0,1,19.9,0
tx_000885,cust_00650,electronica,ES,1,4.64,1912,0,0,1,20.2,0
tx_000144,cust_00327,moda,ES,22,60.54,1174,2,0,1,7.4,0
tx_002943,cust_00610,suscripciones,DE,20,57.4,1344,1,0,0,10.6,0
tx_000851,cust_00784,electronica,US,1,281.58,25,3,0,0,28.7,1
tx_000718,cust_00394,suscripciones,ES,20,81.84,2211,2,0,0,7.7,0
tx_002865,cust_00070,lujo,ES,0,29.46,2285,11,0,0,13.8,0
tx_000265,cust_00791,moda,ES,22,43.25,108,1,0,0,20.4,0
tx_000076,cust_00381,moda,ES,19,33.53,2046,0,0,0,6.2,0
tx_000396,cust_00699,moda,ES,19,35.54,896,2,0,0,14.3,0
tx_002546,cust_00318,videojuegos,BR,16,57.11,2203,0,0,0,33.6,0
tx_002225,cust_00321,restaurantes,ES,16,7.77,8,2,0,0,20.7,0
tx_002800,cust_00318,bienes_digitales,FR,4,6.63,2938,11,0,0,21.9,0
tx_000397,cust_00036,bienes_digitales,ES,5,19.27,984,2,2,0,12.4,0
tx_001366,cust_00015,moda,ES,12,9.11,3496,1,0,0,10.6,0
tx_002501,cust_00559,lujo,IT,12,33.01,143,3,0,0,18.2,0
tx_001904,cust_00199,suscripciones,ES,2,73.65,3629,0,0,0,12.8,0
tx_000596,cust_00641,viajes,PT,21,16.97,3409,2,0,0,21.3,0
tx_002110,cust_00227,moda,ES,19,22.88,3064,2,0,0,12.7,0
tx_001297,cust_00211,bienes_digitales,ES,3,32.64,866,0,0,0,9.5,0
tx_001822,cust_00612,supermercado,ES,16,84.46,393,0,0,0,10.0,0
tx_000873,cust_00091,videojuegos,ES,3,40.27,20,0,0,0,20.2,0
tx_002912,cust_00073,electronica,IT,8,3.0,2848,0,0,0,22.3,0
tx_002327,cust_00274,videojuegos,ES,8,58.41,1859,2,0,0,11.1,0
tx_001549,cust_00395,suscripciones,ES,21,23.16,1669,0,0,1,22.9,0
tx_000037,cust_00686,restaurantes,FR,21,15.23,2274,1,0,0,13.9,0
tx_002527,cust_00375,bienes_digitales,PT,3,42.78,82,1,0,0,18.2,0
tx_002144,cust_00488,moda,ES,22,22.5,3311,1,0,0,16.4,0
tx_002941,cust_00572,electronica,US,11,16.19,2892,2,0,0,24.8,0
tx_000978,cust_00458,moda,ES,15,104.98,3490,7,0,0,24.1,0
tx_001572,cust_00289,marketplace,ES,4,5.79,70,1,0,0,16.4,0
tx_001123,cust_00215,moda,FR,3,8.26,778,3,1,1,17.9,0
tx_002240,cust_00707,supermercado,ES,17,4.68,1140,0,0,0,10.0,0
tx_001893,cust_00703,marketplace,ES,3,30.56,2737,2,0,0,6.8,0
tx_000676,cust_00580,supermercado,ES,17,9.86,2001,4,0,0,6.6,0
tx_000729,cust_00391,electronica,ES,2,53.98,112,0,0,0,12.0,0
tx_000413,cust_00224,suscripciones,ES,4,46.26,3535,1,0,0,18.0,0
tx_001517,cust_00386,suscripciones,ES,15,23.98,3137,2,0,0,14.3,0
tx_001650,cust_00669,moda,IT,20,6.59,1409,2,0,0,14.6,0
tx_000826,cust_00073,marketplace,ES,9,31.81,901,1,0,0,13.9,0
tx_000617,cust_00200,videojuegos,PT,7,34.92,23,1,0,0,21.1,0
tx_000115,cust_00404,restaurantes,ES,13,35.92,744,1,0,0,27.8,0
tx_000418,cust_00098,lujo,FR,8,136.98,896,3,0,0,8.6,0
tx_001626,cust_00794,moda,ES,0,24.61,2298,2,0,0,19.8,0
tx_002940,cust_00135,videojuegos,US,12,28.56,69,1,0,0,31.1,0
tx_000090,cust_00665,moda,US,13,14.4,1123,0,0,0,17.9,0
tx_002083,cust_00260,supermercado,IT,13,4.84,749,2,0,0,16.8,0
tx_000754,cust_00748,supermercado,GB,15,38.83,24,2,0,0,27.5,0
tx_001631,cust_00458,supermercado,ES,12,14.97,1248,3,0,0,13.9,0
tx_000012,cust_00780,moda,ES,17,31.72,2575,0,0,1,9.7,0
tx_002445,cust_00478,moda,ES,20,71.66,2245,2,0,0,9.4,0
tx_000285,cust_00353,videojuegos,BR,1,15.1,2563,0,0,0,37.7,0
tx_001067,cust_00740,electronica,FR,19,52.19,1100,0,0,0,15.4,0
tx_001192,cust_00223,viajes,ES,20,42.09,1769,1,0,0,6.7,0
tx_001441,cust_00623,marketplace,DE,22,14.14,222,12,0,0,7.5,0
tx_002802,cust_00356,lujo,FR,4,65.41,3385,1,0,0,13.3,0
tx_002801,cust_00634,supermercado,ES,2,19.66,2110,1,0,0,6.8,0
tx_002711,cust_00053,bienes_digitales,ES,14,11.72,1984,2,0,1,44.2,1
tx_001569,cust_00727,lujo,ES,13,31.7,34,0,0,0,12.0,0
tx_002428,cust_00308,restaurantes,US,17,49.48,57,0,0,1,28.0,0
tx_002578,cust_00361,supermercado,NG,7,26.65,1821,0,0,0,54.8,0
tx_001688,cust_00326,restaurantes,ES,8,9.27,52,0,0,0,15.4,0
tx_000852,cust_00641,restaurantes,IT,4,7.35,2852,1,0,0,13.6,0
tx_002208,cust_00671,bienes_digitales,ES,23,29.97,23,1,0,0,3.9,0
tx_000896,cust_00489,marketplace,ES,9,49.43,1922,1,0,1,16.5,0
tx_000497,cust_00095,videojuegos,ES,0,23.86,1452,1,0,0,27.0,0
tx_002306,cust_00077,moda,IT,23,8.97,161,1,0,0,25.4,0
tx_001783,cust_00019,videojuegos,ES,2,20.26,2749,3,0,1,28.9,0
tx_000336,cust_00646,electronica,GB,8,24.23,70,1,0,0,15.4,0
tx_000516,cust_00085,supermercado,ES,0,43.54,3285,1,0,0,23.3,0
tx_001349,cust_00588,restaurantes,ES,4,27.58,23,0,0,0,1.2,0
tx_001016,cust_00670,restaurantes,NG,19,15.87,680,4,0,0,61.9,0
tx_002809,cust_00633,suscripciones,ES,8,17.91,65,0,3,1,18.5,0
tx_002804,cust_00051,viajes,ES,21,106.93,558,6,0,0,6.3,0
tx_001782,cust_00272,electronica,ES,16,141.56,2098,1,0,0,17.7,0
tx_001786,cust_00195,bienes_digitales,PT,10,46.1,39,9,0,0,15.3,0
tx_002071,cust_00152,restaurantes,DE,15,52.14,1955,6,0,0,27.1,0
tx_000357,cust_00122,moda,ES,4,61.93,2105,0,0,1,12.1,0
tx_002853,cust_00092,bienes_digitales,BR,6,11.84,1694,2,0,0,42.9,0
tx_001313,cust_00623,bienes_digitales,FR,6,6.81,285,0,0,1,19.1,0
tx_001636,cust_00429,restaurantes,ES,20,191.83,20,8,0,1,19.2,0
tx_000551,cust_00642,marketplace,ES,21,11.39,24,0,1,1,24.6,1
tx_002389,cust_00764,suscripciones,PT,2,14.26,2875,1,0,0,9.0,0
tx_002480,cust_00108,bienes_digitales,DE,15,21.94,1464,4,0,0,19.7,0
tx_002522,cust_00036,moda,NG,14,10.85,3054,2,0,0,60.6,0
tx_002266,cust_00077,restaurantes,FR,0,27.64,60,2,0,1,15.2,0
tx_001228,cust_00787,moda,ES,17,14.94,856,3,0,1,17.8,0
tx_002823,cust_00102,bienes_digitales,ES,6,39.08,2762,4,0,1,14.0,1
tx_000958,cust_00508,moda,FR,21,33.11,71,1,0,1,21.4,0
tx_001774,cust_00315,bienes_digitales,ES,23,16.28,48,1,0,0,4.5,0
tx_002142,cust_00700,electronica,GB,15,111.18,1915,0,0,0,19.6,0
tx_001009,cust_00586,supermercado,IT,19,16.93,3397,1,0,0,18.5,0
tx_001093,cust_00674,bienes_digitales,PT,16,21.18,1067,0,0,0,19.6,0
tx_002675,cust_00744,restaurantes,ES,6,30.15,32,2,0,1,20.2,0
tx_000997,cust_00421,supermercado,BR,4,23.3,55,1,0,0,32.6,1
tx_001680,cust_00412,supermercado,ES,17,34.34,3522,1,0,0,9.0,0
tx_000154,cust_00235,moda,ES,21,27.97,30,2,0,0,12.7,0
tx_002783,cust_00609,bienes_digitales,ES,1,11.61,3126,1,0,0,21.0,0
tx_000581,cust_00075,supermercado,ES,8,15.95,3417,2,0,0,16.4,0
tx_001471,cust_00718,supermercado,ES,0,26.39,2324,2,0,0,16.6,0
tx_000704,cust_00137,moda,ES,20,33.7,7,1,0,0,0.7,0
tx_001213,cust_00369,videojuegos,NG,18,99.38,1,0,0,0,56.1,1
tx_000897,cust_00407,videojuegos,ES,21,11.46,931,4,0,0,9.3,0
tx_000488,cust_00425,bienes_digitales,ES,21,24.99,924,1,0,0,0.0,0
tx_000560,cust_00681,electronica,ES,16,14.48,61,1,0,0,8.4,0
tx_001142,cust_00271,restaurantes,GB,10,7.03,88,1,0,0,11.0,0
tx_001120,cust_00395,suscripciones,ES,21,32.13,2462,2,0,0,21.0,0
tx_000513,cust_00672,moda,ES,14,88.07,1307,2,0,0,15.7,0
tx_000634,cust_00304,suscripciones,ES,13,15.49,3237,1,0,0,19.0,0
tx_002585,cust_00280,supermercado,FR,4,8.14,1994,2,0,0,22.3,0
tx_001665,cust_00420,supermercado,US,23,18.66,50,0,0,0,23.9,0
tx_001013,cust_00197,moda,ES,9,47.61,1662,1,0,0,12.4,0
tx_001932,cust_00386,supermercado,ES,12,5.17,37,1,0,0,8.8,0
tx_001151,cust_00296,marketplace,US,2,47.41,326,1,0,0,23.5,0
tx_002806,cust_00775,moda,ES,18,68.32,1847,1,0,0,13.4,0
tx_000117,cust_00030,electronica,ES,14,52.95,703,0,0,0,6.4,0
tx_000741,cust_00653,videojuegos,ES,20,8.33,753,1,0,1,25.4,0
tx_002764,cust_00029,restaurantes,ES,22,5.97,2242,0,0,0,23.0,0
tx_001975,cust_00447,supermercado,ES,18,6.97,1855,1,0,0,5.1,0
tx_001082,cust_00791,restaurantes,ES,4,23.0,3599,2,0,0,19.3,0
tx_001811,cust_00196,suscripciones,ES,23,19.69,13,1,0,0,18.1,0
tx_000831,cust_00197,supermercado,IT,18,6.92,2839,1,0,0,26.0,0
tx_000120,cust_00092,electronica,ES,21,107.82,3047,0,0,0,4.8,0
